listing_id,id,date,reviewer_id,reviewer_name,comments;;;
"9419,17018330,2014-08-05,18865341,Kate,""Angielena was an excellent host. The welcome tour gave us an thorough and hilarious lay of the land that was to be our home for four days. All basic amenities were supplied, including the use of a full kitchen (fridge, toaster oven, microwave and a few dishes were provided in the room for easy access), and accommodations were quite comfy. Being that the room is located in Georgetown, we were easily able to escape the busy downtown scene at anytime with the use of the transit system and escape back to our comfy little corner of town. All in all, it was just what we needed, it was the perfect little get away.""";;;
"9419,17659999,2014-08-15,3248743,Michelle,""I had a change of plans and Angielena was very flexible and understanding. She's a great host and has tried to think of a lot of the details to make you feel welcomed in the space. Room was clean, building was unique & interesting, & the residential artists and other guests were quiet. I think there's probably street traffic noise in the morning (it was a weekday), but I sleep with earplugs so no problem for me. I also liked the neighborhood--northeastern, industrial, arts feel to it. """;;;
"9419,18220816,2014-08-23,6707324,Claire,""Angielena was warm and welcoming and the room was perfect! I was in town exploring different neighborhoods and I wanted to try out Georgetown. It had great bars/breweries for drinking, and coffee shops for writing. It's not too far from the airport, so you get a lot of airplanes overhead, but I liked being able to see the planes up close. The bathroom was amazing and the bed comfy. It was really cool to be staying somewhere with a kickass artistic community and mission. Would love to stay here again. """;;;
"9419,18445029,2014-08-26,19115960,Jessica,""I couldn't have been happier here! The building is full of 1920s charm - flapper dresses hang from some of the doors, there's art everywhere, gorgeous plants, (some of the units here are actually art studios), beautiful hardwood floors, crown molding, long drapey curtains, etc. ";;;
<br/>;;;
<br/>LOVED the neighborhood - hip industrial style bars, cute restaurants converted from old houses, and right outside our window was a flea market housed by trailers. So cute.;;;
<br/>;;;
<br/>Angeleina was great - she spent over an hour with us showing us where everything was - kitchen, bathroom (how to use the shower - by the way - amazing - multiple shower heads that will spray you from every angle), gave us neighborhood tips, etc. ;;;
<br/>;;;
"<br/>If I ever come back to Seattle, this will be my first choice for sure.""";;;
"9419,18757128,2014-08-31,20143065,Christine,""Angielena is a wonderful host! She gave me an enthusiastic tour of their lovely historic building & amenities & is definitely passionate about what she does there and enjoys sharing the neighborhood. Helpful, cheerful, just the best. The room was as described (and cuter!) with plenty of room to kick back & relax in the sitting room after a long day. The bed was comfy ( I slept really soundly) & that shower! You simply must see it for yourself. The other residents & guests I met were exceedingly polite & welcoming. I love the care taken with restoring this building & enjoyed being surrounded by the artistic atmosphere. Georgetown is an amazing little eclectic neighborhood with superb food & drink choices. I wish I could have spent MORE time there. Nothing but positive things about to say about the whole experience. Thank you so much Angielena~! """;;;
"9419,18954897,2014-09-03,6270689,Milo,""Thank you Angielena for making our first AirBnB experience a pleasant one!  From the start, she was very accommodating and helpful with her suggestions.  The room was exactly what we were expecting and the rear balcony """"lounge"""" area was perfect to unwind after a long day of exploring the city.  I definitely will recommend to friends.       """;;;
"9419,19239290,2014-09-08,10047158,Keith,""The location of Angielena’s place was good for our needs, although if you have a car, you can get around much easier, as Angielina’s place is a 20-minute bus ride to Seattle central.  Free off-street parking is available.  If you don’t have a car, you can access the bus right across the street in front of the building, which is nice.  During our 3-night stay, we greatly enjoyed Angielina’s warm hospitality.  She was personable, very helpful and attentive to our needs.  She recommended several local restaurants and events, like the St. Gennaro (Italian) festival on Saturday night.  The bed was comfortable and the room of adequate size.  Overall, we found the room and building pretty much “as advertised.”  The large bathroom was well stocked with all the essential personal care products.";;;
<br/>;;;
"<br/>We found several local restaurants to be excellent:  The downstairs pub, a superb Mexican place, and the Hangar Café (breakfast and lunch).  Also---there’s a good craft beer tap room just across the street.  We also liked that the Enterprise Rental Car location is 5 minutes away----and they will pick you up.  """;;;
"9419,20072394,2014-09-22,9339008,Esther,""Angielena was a lovely host! I was stuck in traffic with no cell phone reception, and 2 hrs late for my check in, she graciously welcomed me and showed me around the art centre. It's in a great up-n-coming neighborhood especially if you're into one of a kind shops, it's a fun area with great food and loads of art. It was a fun experience overall!""";;;
"9419,23453701,2014-12-01,556693,Mike,""Great place, friendly folks living and making art in the old restored hotel. Craft beer and burgers downstairs. Great place to stay in the heart of Georgetown. """;;;
"9419,33533714,2015-05-29,17626331,Gianpaolo,""Staying @ Angielena's place was very comfortable, a good home base. Even on nights where the area was more lively, upstairs was peaceful.<br/>The kitchen, bathrooms, porch provide all the amenities needed to be comfortable.<br/>Angielena is a welcoming and respectful host as the other reviews indicate.""";;;
"9419,36327555,2015-06-27,36002551,Dylan,""Angielena was an amazing host. She was always there if I needed something and also was extremely fun to talk to. ";;;
<br/>;;;
"<br/>The place in question was really awesome to stay in. You're in this little town with beautiful industrial buildings that has been turned into an artist town. Amazing food and amazing places to visit everywhere and just a bus ride away from the city. You have you're own room with a shared kitchen and bathroom. It's almost like staying in a private roomed hostel.""";;;
"9419,36747958,2015-06-30,36867892,Robert,""Angelina was an absolute pleasure to deal with.  She was friendly and inviting right from the start.  If you are looking to stay at a place with charm and character, this is it.  The room was spacious and well located inside the Georgetown district Seattle.  """;;;
"9419,37347815,2015-07-06,32915986,Martha,""Angelina was a very kind and welcoming host, her facility is much to be proud of. """;;;
"9419,38127346,2015-07-13,1106187,David,""Angielena was a delightful and helpful host. She was kind enough to welcome practically my whole family--two parents (including myself) and a baby in the Golden Sun room, two grandparents in the Toulouse Lautrec room, and an uncle in the calm green room. The Golden Sun room's side room was a nice place to gather, with two comfy chairs, a small fridge, and toaster oven. It was also easy to make some coffee in the communal kitchen. The shared bathroom never posed a problem"; there is actually a second, smaller bathroom besides the Barry White bathroom, and at least one was always available. We stayed over the second weekend of a month, which means we got to enjoy the Georgetown Art Attack, a neighborhood gallery walk with a central corridor right around this AirBnB location, plus a couple of other locations (Equinox Studios and Studio E) reachable by the frequent shuttle service. Get started early on the Art Attack. There's lots to see. End your night right downstairs at the Trailer Park Mall, where, when we visited, a singer and guitarist were playing some gypsy/cabaret/jazz/bossa music. They stayed open later than the rest of the walk. The next day was also the Georgetown Garden Walk, where the neighbors and parks show off their gardens and backyards and produce. The host Angielena was working at the Urban Farm and Food Forest, a new enterprise on the southern edge of the walk. There's lots of good food, beer, bars, and coffee around. Some spots had irregular hours, but we were never left without options. There's also the Carleton Avenue Grocery (the oldest in the state, with friendly owners, and astrong wine selection, especially for a corner market) ~10 min walk away. If you're staying at the Georgetown Art Center, you're probably also interested in visiting downtown Seattle. Luckily, the bus stops right in front of this location, and can get you downtown in about ~15 minutes (though we found the wait on the return trips to be a little slow. Try to time the return). A smaller group could make good use of Uber. The only real drawback I'd point out is that there's a county airport just to the south (not SeaTac, King County). Most of the planes that fly over are small jets and little private planes, but there were a couple freight planes that were fairly jolting. This was most noticeable in the Golden Sun room;" my parents in the Toulouse Lautrec room didn't notice it as much. So, yes, we had a terrific time staying here and exploring Georgetown. It's different from probably anywhere you've stayed. The doors that don't lead to AirBnB rooms lead to private art studios. There's a Trailer Park shopping mall, a bar, and a cafe downstairs. The only comparison I can make is to the famed McMenamins properties of Oregon and Washington, where they've taken historical buildings and turned them into lodging (and dining and drinking) establishments, like Edgefield. History buffs will love...""";
"9419,39933343,2015-07-27,7705305,Cathy,""Angielena greeted us and gave us a tour upon arrival.  It's a delightful historic building with high ceilings, wood floors in the bedrooms, vintage light fixtures, and tasteful decor.  The accommodations are pleasing without being fussy"; simple but not austere.  The Golden Sun room has a mini fridge, toaster oven, and microwave.  Artwork is hung around each room and in the hallway - showcasing not only Angielena's beautiful work but some of the other artists as well.;;
<br/>There is a real sense of community here, whether you're staying one night or many.  Sharing kitchen space made it easy to connect with other guests and artists.  The back porch is lovely first thing in the morning with your tea or coffee; and later in the evening with a friend.  ;;
"<br/>A few items of note : the entrance into the hotel is a full flight of stairs and there is no elevator.  The view out my window wasn't the best (a restaurant supply company yard filled with used equipment), and the Georgetown neighborhood is quite close to the King County Airport.  Planes on approach are sometimes pretty low - which is why there is sometimes the """"Georgetown Pause"""" in the middle of conversation while the planes fly in.  I didn't mind any of those things - but do be aware that this is not a quiet, pampering hotel.  Rather, staying here is a way to insert yourself right into the funky vibe of Georgetown!";;;
<br/>Georgetown is a colorful, vibrant neighborhood that is still a little on the wild side.  If you like to listen to live music, enjoy good food, good drink, and shop for excellent artwork, you'll enjoy staying here.  It's close to the downtown area, just a short drive or bus ride away.  There is a wonderful chocolate maker right across the street (Fran's).  The Georgetown Trailer Park Mall is right out the back door on weekends (which is a sweet attraction in its own right) and the neighborhood has lots of fun shops and places of business.  The Museum of Flight is close by - and of course lots of other cool things to see. I really enjoyed the proximity to many attractions. ;;;
<br/> I stayed here with my teen, and didn't worry about my safety. We did a fair bit of walking in the area, as his summer camp was a few blocks away.  SANCA circus camp was fantastic, and being able to stay within walking distance was PERFECT!!;;;
"<br/> Angielena is a wonderfully warm person and I am really grateful I had a chance to stay here.  I will be back - that's a certainty.  I've discovered a lovely host, made a new friend, and find that I love Georgetown and the people there.  The Golden Sun room was my home for two weeks, and I miss it already.  What a great experience!!""";;;
"9419,40274932,2015-07-29,183398,Anna,""Angielena as a host and the space (Golden Sun Vintage Room) were both great—as advertised and reviewed! Georgetown proved a most convenient locale for a quick zip thru Seattle: airport-proximate, bus line accessible, car-friendly and ultimately a warm, unique, affordable spot to stay. Angielena was a terrific host—responsive, thorough, accommodating...with a quick wit to match! Travel and enjoy!""";;;
"9419,40837586,2015-08-02,22457582,Modou,""Great host, fun and pleasant community, lots to see and enjoy in the vicinity. Loved my stay. A+.""";;;
"9419,41818413,2015-08-09,38622750,Sandra,""Angielena was very welcoming and reassuring as this was my first time using Airbnb. My boyfriend and I stayed to job-hunt for a week and so having a nice, clean, and air-conditioned room helped us out a lot! The bed has been moved but the room includes a small kitchen and living area. The community kitchen is small but has everything you need if you will be cooking during your stay. Also, per Angielena's recommendation, there is a really sweet bar downstairs that has a great happy hour! ";;;
"<br/>Aside from the cleanliness of the room, I was most content with Angielena herself. She's such a great host and is very informative! Definitely give this place a thought if you are looking for an affordable, yet nearby, room in Seattle!""";;;
"9419,43129677,2015-08-17,40036978,Lindy,""Angelina was there to show me around.  Though there was a mix-up with my room she made sure I was taken care of until I could get into my room the next day.  ";;;
<br/>;;;
"<br/>Thanks, Angelina""";;;
"9419,43771346,2015-08-22,2241325,Rinske,""Great shared art space in Georgetown. Angelina was very helpful and warm hearted, she showed me around the house, her own atelier and was happy to give some good recommendations for the area. The place has a super chique bathroom and a huge balkony for evening sun which directly looks upon the Georgetown art market. The neighborhood is fun to explore and buses to downtown leave from right across the street. Thank you Angelina!""";;;
"9419,44259004,2015-08-24,41962659,Fernando,""Everything was great, cool old building previously a hotel.<br/>Angielena was incredibly friendly and straight forward about the process, even helped us by guiding us with transportation, will surely recommend and repeat stay!""";;;
"9419,45155678,2015-08-31,10874851,Giovanni,""The place is a boutique hotel in a very charming old building from 1904 in a vibrant art district near airport and near downtown.. Both 10 min by car... Room is simple, old furniture and floors , bathroom in the hallway ... You can hear any sound from hallway and rain make noise and a few planes go by ... Not ideal for a romantic trip but perfect as a stop by to stay in Seattle, free parking, amazing breakfast and restaurant a block away! A great spot   ! Never met angielena .. My schedule was tight ... """;;;
"9419,45958324,2015-09-07,5911774,Hoa,""This was a nice place to stay - it was conveniently walking distance to the wedding venue this past weekend. From when we arrived, we received a call from Angielena making sure we weren't lost and got into Seattle ok. When we arrived, we received a detailed tour of our where we are staying. The best part of this place was the bed. It was comfortable. The extra room was helpful where we could lay out our luggage - otherwise the bedroom area itself was just big enough for the two of us. Be aware that this place is in an older building and you will be sharing the shower/restroom area. We didn't mind too much, but it did feel like I was in a dorm room carrying my stuff back and forth to the bedroom and back. Otherwise, cute area and comfortable stay. Host was responsive and helpful. """;;;
9419,46710938,2015-09-13,36879334,Judy,I enjoyed my stay at angielina's art studio historic hotel very much. I have Ben without Internet on the cruise. So my apologies for not responding sooner. Angelina was such a warm and attentive host. The room was very comfortable and quiet at night. The location in Georgetown is awesome and it is aneT area to explore!! Thanks for making my stay so nice!!! Judy;;;
"9419,48761344,2015-09-28,8542060,Chris,""What really makes the experience is Angielena - she's super accommodating, gives you a full tour of the place when you arrive, leaves clear instructions about the room and facility.  I'd highly recommend based on her alone!";;;
<br/>;;;
<br/>The place is in an older, industrial part of town.  It looks like it's becoming a trendy place to live.  Easy food, drinks, and freeway access nearby.  ;;;
<br/>;;;
"<br/>I'd stay here again.""";;;
"9419,55896302,2015-12-07,9252239,Shandra,""I love Angielena's Airbnb in Georgetown! It was my 2nd stay, and this time I actually got to enjoy the area a little more. Angielena is a great host. If you want to immerse yourself in the arts in a cool little neighborhood, this is the spot. """;;;
9419,62649289,2016-02-15,57531509,Le'A,Angielena was able to accommodate us for a last-minute in-town getaway for Valentines' weekend. She made us feel very welcome even though she was busy because the building is also a gallery space that was open for art walk one of the nights we were there. The space is right in the heart of Georgetown and it was great to explore the bars and restaurants and then just roll upstairs to sleep. ;;;
"9419,64211620,2016-03-01,974079,Sue,""The neighborhood is the greatest---so much good food, good coffee and good art nearby!  It is a little noisy because it is an industrial area with an air field nearby, but i found it exhilarating. Angielena provides ear plugs for sleeping, so that helps, too.  Great shower and clean bathrooms were nice, plus other interesting guests to talk to.  I would stay here again!""";;;
"9419,67658774,2016-03-30,3450202,Stacey,""This was a perfect place to stay while I worked on a project in Georgetown. It was centrally located on Airport Way which is where you want to be if you're interested in the cool local food and art scene there. The room was very cozy, the bed was super comfortable and the little attached sitting room was a great addition to have my stuff spill over into since I was staying for a week. I didn't use the little kitchenette area (there were so many places to eat!) but the mini fridge was handy to keep my left overs in. The kitchen was located down the hall, and the bathroom a bit further. It was big and had a HUGE shower, with so many shower heads! It was a great thing to have after working 10 hour days standing and painting. Angielena was very attentive host and if I needed anything she was always just a text away. The whole building itself has a ton of history — and it's reflected in the nice hardwood floors and interiors. It is a very arts oriented since — there are many artists who rent out studios which was a very cool environment to be in! I would absolutely recommend this place if anyone wanted to be in the heart of Georgetown which feels like one of the last authentically Seattle neighborhoods.""";;;
"9419,70719889,2016-04-20,66130825,Elizabeth,""The host was very welcome, checked in with me and was available. The room was clean, bed comfortable, pillows lumpy. The room was a bit more rustic than I expected, smelled after being closed all day and no ventilation or fresh air as windows opened 2"""".  Bed location in picture is in front of the door.  Location is close to good food, and major highway so close to any where you want to go in Seattle area, directly under route for landing planes at SeaTac. Actual Room rate was more than 1st price listed on site.    """;;;
"9419,78320855,2016-06-06,53019079,Joe,""At first I wasn't sure about the neighbourhood as I passed through an industrial area, but Georgetown is a wonderfully unique area filled with character.  The room itself was comfortable and in keeping with the area. Angielena was a dear and very easy to get on with and great at communicating quickly. If I'm ever back in Seattle I would love to come back here. """;;;
9419,79800515,2016-06-14,4337921,Steve,Angielena's place is clean and private.  She is an exemplary host and an Artist and Musician in her own right.  She is friendly and attentive to details to make the stay pleasant and informative.  She clued me into the current story of Seattle Arts and Georgetown and made me feel very welcome.  This stay reminded me of why Seattle is still a great place to visit and live.  I highly recommend this AIRBB. A+ rating. ;;;
9419,81015491,2016-06-20,51460341,Charlotte,Angelina was friendly and knowledgeable about the building and the neighborhood.;;;
"9419,82402057,2016-06-27,17575101,Shannon,""Angielena welcomed us with a warm greeting and an umbrella since it was raining on our arrival. The building is amazing but I really love that era  The room was great with the bedroom in one section and a seating and sudo kitchen in the other. It made for a great hang out. We enjoyed the back balcony also during the Saturday market in the parking lot. It was great to kick back with a few beers and watch people. There are two bars located on the first floor. ONe has only been opened a week. I would recommend them since they have mastered the art of making a strong drink. It was noisy for a while on Fri & Sat night but the fan in the room helped drown out the sounds so we could sleep. It is a great place and with the delites of Angielena, I consider this place a diamond in the rough.""";;;
"9419,83853688,2016-07-04,28514628,J,""My first time using airbnb is most likely my last time using airbnb. Terrible. The host is a nice person but did not follow through with her word and was casual with our personal safety and the safety of our luggage. ";;;
<br/>;;;
<br/>Punchline: 1) The host left our room door unlocked and OPEN with our luggage in. She also did not physically remove a WASP that was there when we arrive. 2) Airbnb customer service number is not listed, they are hard to contact and their cancellation policy is terrible. Although when I did speak to a representative she was very nice and accommodating.;;;
<br/> ;;;
<br/>The story: Booked June 1st thru 4th. Arrived earlier and texted her, she allowed us to check in early which was very nice of her. Got to the place, upstairs walk into a place that smelled old but we figured hey it has charm. We were introduced to a lady that makes soap. Angielena, her dog, the soap lady and her 2 dogs started to talk with us (luggage still in hand) for about 20 - 30min. They were nice, we were tired but excited. Were shown our room - smaller than the pictures, not charming at all, overlooks a dump (which wasn't a big deal to us). Since we were early she said there were things for the room that needed to be done like final touches in the bedroom with kind bars and towels etc. She talked a little bit about the neighborhood. Showed us the bathroom and gave us our keys.;;;
<br/>;;;
<br/>Issues: There was a WASP in our room cause the window was left open also making the room hot and muggy. ;;;
<br/>;;;
<br/>Promise: Angielena promised us she would get a container or jar and make sure to physically remove the wasp from our room. Additionally, she said after finishing the final touches she would leave the room locked.;;;
<br/>;;;
<br/>How we left the room: Left our bags in the room (under the impression they were safe) and assured the wasp will be removed.;;;
<br/>;;;
"<br/>Before we went back: Got a text in the evening informing us that she  """"checked for the wasp"""" multiples times and forgot to lock the door but closed it so our stuff is fine since everyone is trust worthy. ";;;
<br/>;;;
"<br/>What we found: Went back at night to find our room door half way OPEN WITHOUT LUGGAGE INSIDE. Sure we found neatly folded towels etc but WHO LEAVES THE DOOR OPEN AND UNLOCKED WITH other peoples stuff in IT! Also, no grantee the wasp wasn't going to decided to shows its face since she didn't really remove it. She """"checked"""" multiple times.  ";;;
<br/>;;;
"<br/>Ending: I contacted Airbnb, wanted my money back and left that night. We could not contact her for a while, then she was first apologetic, then nice then annoyed. Had us drop off the keys in the drop off box. She told Airbnb to refund our money if we delivered they keys ASAP. """;;;
9419,87706691,2016-07-21,50944036,Riley,The building is beautiful and the room is well appointed. My stay was very pleasant and made more so by all of the art throughout the space. Angielena was prompt and clear in communicate. I plan on staying there again when I'm in Seattle for work. ;;;
"9419,90660250,2016-08-01,343467,Sudip,""The Place :";;;
<br/>Angielena's place has an old world charm all its own. It is located in a quiet, peaceful, safe & somewhat bohemian neighbourhood. It's about a short 15 minute bus ride from Downtown Seattle. Buses ply regularly from right outside her place. It is an ideal pad for exploring Seattle. The bathroom is done up rather lavishly. The kitchen has got all the amenities required for cooking meals. There is cutlery too. ;;;
<br/> ;;;
<br/>The Neighbourhood :;;;
<br/>There are coffee shops, bars & restaurants in the immediate vicinity. Her place is located in a quiet area. ;;;
<br/>;;;
<br/>My Stay :;;;
<br/>My stay @ Angielena's was a Super Experience. Seamless, Smooth, Warm and Very Comfortable. My room was very well appointed. It had all the necessary amenities and was very well appointed. It was very neat and clean. There was a feeling of personal touch everywhere. ;;;
<br/>;;;
<br/>The Person :;;;
<br/>She received me very warmly. I felt like I was meeting an old friend. She gave me plenty of maps, guides and assorted tourist info about Seattle that only a resident of Seattle can give. She explained the routes, etc very patiently to me. And gave me valuable tips about exploring Seattle. She did everything possible to make me feel at home. Her accommodation is far removed from hotel accommodation which is rather robotic and devoid of personal touch. And where guests are mere statistics. ;;;
<br/>;;;
<br/>I would very strongly recommend her place to anyone wanting to explore Seattle. I came back with M E M O R I E S. My trip to Seattle turned out to be much more than a pure touristy experience, thanks to  Angielena. Her recommendations about places to see and visit in Seattle stood me in good stead.;;;
<br/>;;;
<br/>Angielena is a hostess par excellence. She exudes warmth as does her place. She is a very gracious & affable person. The fact that she is so passionate about her place made my stay a very memorable one. She has an amazing eye for detail. Not only did I end up befriending Angielena, I befriended her two cute dogs too. ;;;
<br/>;;;
<br/>;;;
<br/>I would sum up my stay at Angielena's by saying :;;;
"<br/>""""There are some things money can't buy, for everything else there's MasterCard""""  ";;;
"<br/> """;;;
"9419,91828003,2016-08-06,79183374,Agata,""Thumbs up if you like quirky, eclectic and laid back. We really enjoyed the seating area and the overall feel of this B&B. Truly appreciated Angeliena's flexibility and letting us bring our two Doxies. They are well behaved and got along with Angeliena's two poochies. Highly recommended if you like exploring other parts of Seattle but still want to be within 30 min of downtown! """;;;
9419,92605883,2016-08-09,601714,Gabriel,Thank you for your hospitality! A wonderful host in an even more charming neighborhood. Would definitely recommend to anyone wanting to get a taste of Georgetown. ;;;
"9419,96584857,2016-08-23,11978841,Jenna,""Our stay in Seattle was great. We did not know what Georgetown had to offer before arriving, but it was definitely a pleasant surprise. A ton of local coffee shops, restaurants, and boutiques are within a close walking distance. The bedroom was very cute and the pictures were very accurate. The bathroom was amazing and we didn't run into any troubles sharing the bathroom. The bus stop is across the street and it was an easy ride to downtown Seattle. Transportation to and from the airport was also very reasonable ($20 one way for an Uber). This place is definitely a hidden gem in Seattle!!! """;;;
"9419,97492930,2016-08-27,89044419,Lance,""Angielena made me feel welcome from day one. She took the time to took about the building, places of interest, and took a genuine interest in myself and my family members who dropped me off. Great location within walking distance of several restaurants and bars. About a 15-20 minute Uber ride away from downtown Seattle -- if you leave by 6:30am. Would stay at Angielena's again!""";;;
"9419,99572284,2016-09-05,26179219,Morgan,""The detailed description is very accurate. The room was much cleaner than I expected for a building that old (completely clean, actually) and the shower is heaven. The only thing that surprised me was the slightly sketchy feeling to the location. The doors are all well secured so we did NOT feel unsafe. Ever. That's just something I think one should know ahead of time. There's a """"trailer park mall"""" below the porch and a dump of some sort out the window of this room. So if you're looking for views you won't find them here. But we weren't and we slept like babies. The bed is very comfortable and, unlike many places one often stays, there's an abundance of pillows! We didn't have time for the bar scene but we did try coffee and breakfast and the Conservatory and it was fantastic! (And I'm a coffee snob so that's saying a lot.) Overall, for a relatively budget friendly place in Seattle, this is a good choice. """;;;
"9419,107501187,2016-10-10,343467,Sudip,""as always, angielena was very welcoming.";;;
<br/>everything was prim-n-propah and in place.;;;
<br/>;;;
<br/>her place has a bohemian feel about it which is different from the run-of-the-mill hotels.;;;
<br/>;;;
"<br/>it feels like home.""";;;
"9419,109449430,2016-10-21,17017817,Keith,""Everything about my stay at Angielena's Golden Sun room was fantastic. From the moment Angielena gave me a thorough and hilarious orientation, I felt like one of the hipster residents of Georgetown.";;;
"<br/>Situated in an old hotel turned artist lofts the room and its surroundings had a bohemian feel and were a comfortable refuge between my forays out to the many great places to eat and drink that surround the building. It was very convenient to have access to the shared kitchen and the 8-nozzle spa-like shower was incredible.  I will absolutely stay with Angielena again when I return to Seattle!""";;;
"9419,126036634,2017-01-08,36467379,Branden,""Beautiful little room in such an amazing area! Georgetown is a small art district in Seattle and feels like it! The Bohemian-chic room was comfy and cozy, with a surprisingly comfortable bed. <br/>Located above a couple bars and a coffee shop, and a stone's throw away from some of Seattle's best breweries, be prepared for some fun nights out. I loved the Star Brass Bar, Georgetown brewing and Seattle Cider. <br/>The host was wonderfully polite and accommodating. She gave me and my girlfriend a couple recommendations around town and introduced me to her adorable pups. <br/>Overall a wonderful, central, affordable place to crash when exploring the beautiful Seattle area. """;;;
"9419,131596732,2017-02-12,36863643,Tifani,""We had a wonderful stay! The room is located within the Georgetown Arts and Cultural Center, which is a wonderful space for artists and others to come to create. We stayed during the 2nd Saturday of the month, which was the monthly art walk. It was a wonderful experience! The bathroom is located down the hall from the room, and included a shower with 2 rainfall showers, and 4 wall jets. While it is not attached to the room, it is reserved for specific use by AirBNB customers. """;;;
"9419,135681411,2017-03-05,92226941,David,""What an amazing time spent here, with a truly amazing host! If you want a real feel of the artistic side of Washington, stay here. It was such a great experience from start to finish, the coffee bar downstairs (the Conservatory)  was a plus to wake up too. We stayed in the """"Golden Sun Room"""" which we understand why as every morning I was awoken by the beautiful sun kissing my face. The room was beautifully arranged with a small separate room to read and meditate in. We were greeted by a beautiful heart Angielena and her cute doggies. The shower was so refreshing and at first being separate from the room I thought to be an issue was no issue at all. The people and guests were so friendly as was the guest night manager, real nice guy. In all I would absolutely recommend this AirBnB to anyone wanting a taste of the real Washington feel.  """;;;
"9419,148849826,2017-05-01,111485245,Jaimie,""Staying with Angielena in Georgetown for a month was excellent!  She has really created a cool community with the Georgetown Arts and Cultural Center and I felt at home instantly in this funky little spot.  When I first moved in Angielena graciously took me for a walk with her adorable doggies and gave me a tour of the area with places to eat and helpful tips.  She also always responded quickly and all of my needs were more than met when I was her guest.  I highly recommend this gem of an air b & b, it has great character, an amazing shower and it's set up and location make for a very cool and unique stay.  Also, the 124 bus to downtown picks up right outside the front door and on Friday nights there is free live music in the coffee shop below.  I loved it and would totally stay here again or recommend it to anyone!  Thank you Angielena!!!""";;;
9419,152321753,2017-05-15,7091526,Jennifer (Ginger),There is no place in the world like Angielena's. We stay at her artistic center because it feels so special!!!;;;
9419,153793411,2017-05-21,24205862,Margie,I enjoyed my stay at Angielena's place. The car show on Sunday morning was a extra bonus to my trip. ;;;
9419,156258070,2017-05-29,96900763,Carson And Michelle,Great stay!;;;
"9419,162409869,2017-06-20,19504291,Christina,""Not only were the rooms just lovely and perfect for our longer stay, but the Angielena and her pups were incredibly hospitable. The neighborhood has a fun vibe and is surprisingly walkable. I would highly recommend this place and any of the beautifully decorated rooms for fellow travelers and transplants. """;;;
"9419,166868057,2017-07-04,30115850,Andrew,""Very cool spot in a hip part of town. It's a historic dorm-style room in an art collective, with a really swanky shared bathroom. People and planes and trains are active at night, but I was able to sleep just fine. I really enjoyed being able to walk to food and drinks and weird antiques within a hundred feet of the doorstep. """;;;
"9419,169497002,2017-07-12,109276296,Zane,""Angielena was a sweet and highly accommodating hostess! I would gladly stay here again. The other tenants were all very kind. The building and surrounding area were both perfect for people who appreciate the less spectacular and the more alive, friendly aspects of a large city.""";;;
"9419,175391605,2017-07-28,41660146,Chris,""What a wonderful surprise just a short, easy, comfortable bus ride from downtown Seattle.  Bus pick up and drop off is right at your front door.  Or, just Uber it.  Georgetown smaller than other neighborhoods on Northside like Ballard, but just as fun and quirky.  The place was great, building was old yes, part of the charm. I loved walking down the halls, wrapped in 100 years of history. The bedroom room with sitting room never felt cramped.  Everything was clean and comfortable.  The shared bathroom very modern.  The back porch was joy to sit a relax.  The downstairs coffee shop perfect in morning, downstairs bar, perfect in the evening.  Yes, you are near airport, and might hear planes.  When staying at AirBnB, or any hotel, I always carry earplugs.  Once I went down for the night on that memory foam bed the plane sounds never woke me.  As Arnold says, """"I'll be back!""""""";;;
"9419,176344684,2017-07-30,6886721,Katharina,""We loved staying at Angielena's place. What a great house, atmosphere and neighbourhood! We did not really know what to expect when we booked a place south of downtown in a former industrial area. But we were not disappointed. To the contrary: We were pleasantly surprised and would not want to have missed this little gem! Angielena's is a very sweet host. She was flexible to our change of plans of coming earlier (due to heavy traffic in the downtown area and our decision to take the bus from Georgetown - only 20 minutes!) and took her time showing us around and explaining us where to find everything. We were there during the weekend, so we (unfortunately) did not meet any of the artists. The room and bathroom were very clean. There was a small kitchen that we did not use, but where you could cook if desired. We enjoyed staying at the back porch/veranda, and enjoying a drink on one of its cozy couches before going to bed. Our room consisted of two parts: the bedroom and a room with 2 armchairs and a fridge and toaster oven. We had everything we needed. The Georgetown neighbourhood is great, very eclectic. You will find bars, restaurants, cafes, tiny stores, etc. there. We would stay with Angielena again, if we come back to Seattle.""";;;
"9419,189135417,2017-08-31,28131619,Eileen,""My husband and I stayed in the Glorious Sun Room for a month when we relocated to Seattle and needed temporary housing. Angielena was very friendly, helpful, and accommodating. The building is right in the heart of Georgetown and has a bus stop that takes you downtown conveniently located across the street. There are plenty of coffee shops and restaurants within walking distance. Parking is available but limited at times because it is shared with the coffee shop and bar.<br/>The main reason we're rating it 3/5 stars is due to excessive noise levels that we experienced throughout our stay. While we had previously lived in Chicago for 5 years and the listing/other reviewers did note some noise, I feel it was understated. The property is located in close proximity to two airports, a train railway, and highway. It is also above a coffee shop that hosts live bands on weekend nights. There was constant noise coming from one (or more) of these sources, which made it difficult to sleep and even make a phone call at times.<br/>Overall, the stay was worth it due to it being budget friendly. I just want future visitors to fully understand what they are signing up for!""";;;
